cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Growth,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_Atasan,Kategori_ZScore,Kategori_IQR,Kategori_Final
Store-0633,-6.445811848,110.1967261,57,60818659,52574260,-8244399,-13.56,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0634,-6.849121605,102.1576688,104,50000000,61356770,11356770,22.71,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0635,-7.726956563,107.1331652,36,50000000,19601453,-30398547,-60.8,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0636,-8.691085008,106.445268,79,225038761,399843920,174805159,77.68,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0637,-4.974044124,108.5239502,92,126185271,125560693,-624579,-0.49,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0638,-6.098823049,107.3785916,116,52389648,64038254,11648606,22.23,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0639,-8.14374135,104.9656767,57,66405566,71461693,5056127,7.61,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0640,-8.151418158,106.0479652,49,50000000,82920552,32920552,65.84,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0641,-6.712477049,104.8555354,45,181621194,11804910,-169816285,-93.5,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0642,-3.705267712,109.5356178,82,204969802,244601914,39632113,19.34,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0643,-6.598187027,106.8988791,66,72132570,83505893,11373322,15.77,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0644,-8.46351443,111.5985767,77,121341372,123591702,2250330,1.85,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0645,-6.577414596,106.693948,45,72941774,137895740,64953966,89.05,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0646,-6.617885355,105.0745831,118,50000000,42253411,-7746589,-15.49,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0647,-10.25412996,103.061314,79,51284852,206903393,155618541,303.44,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0648,-6.2902423,102.3377508,20,71068644,95409733,24341090,34.25,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0649,-6.555201795,102.8852601,64,50000000,85230385,35230385,70.46,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0650,-5.164490453,107.5134166,93,57587036,53735867,-3851170,-6.69,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0651,-3.435365858,108.1174126,106,62156146,56363967,-5792180,-9.32,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0652,-4.518952456,102.8926232,93,62549756,102483270,39933514,63.84,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0653,-6.612133036,109.0831958,67,67751360,92828071,25076711,37.01,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0654,-7.868588863,105.6379474,83,50000000,29101253,-20898747,-41.8,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0655,-2.348760295,107.2125825,3,50000000,272175135,222175135,444.35,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0656,-6.119972349,110.8761516,54,50000000,67727653,17727653,35.46,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0657,-6.187906062,109.0876983,78,118058324,181232004,63173681,53.51,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0658,-6.244987631,106.1742734,64,50000000,56251848,6251848,12.5,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0659,-5.911672859,104.6176194,40,131189606,4499489,-126690116,-96.57,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0660,-6.425340618,101.4660615,59,150851978,212594075,61742097,40.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0661,-7.06929301,105.0477167,55,54772108,38990715,-15781393,-28.81,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0662,-7.029088412,106.3177744,62,50000000,19653224,-30346776,-60.69,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0663,-6.257929905,104.3776512,4,52862971,101616503,48753532,92.23,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0664,-7.023937157,106.5174576,60,63179441,96386071,33206630,52.56,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0665,-7.278068674,107.0377297,116,50000000,62572349,12572349,25.14,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0666,-6.049154658,106.28346,75,50000000,55486872,5486872,10.97,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0667,-6.591265826,105.2205935,95,164449998,288710019,124260021,75.56,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0668,-3.952810517,107.2672367,107,97850983,142366318,44515335,45.49,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0669,-10.18525471,107.9504516,96,50000000,92326001,42326001,84.65,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0670,-4.571539722,104.1196023,91,50000000,32145291,-17854709,-35.71,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0671,-4.339672211,110.3729309,30,53961944,64008565,10046621,18.62,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0672,-9.318885349,106.5991297,107,57766867,31963254,-25803613,-44.67,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0673,-6.722831391,106.8927241,2,88429794,98002060,9572266,10.82,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0674,-6.765961299,108.6161361,62,50000000,55027683,5027683,10.06,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0675,-8.320067542,107.4286403,49,89245338,129463344,40218006,45.06,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0676,-7.375525031,109.2284416,9,209679855,255437357,45757502,21.82,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0677,-7.874663768,107.5634104,92,107102900,155230965,48128065,44.94,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0678,-3.580394335,105.3145066,31,63792545,94500749,30708204,48.14,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0679,-4.80528241,107.7493588,98,58826896,121299381,62472485,106.2,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0680,-4.301467358,103.9862845,61,53010264,56926734,3916469,7.39,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0681,-5.126291904,107.1169993,120,133336231,109814509,-23521722,-17.64,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0682,-7.902377657,106.762525,79,50000000,64921672,14921672,29.84,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0683,-6.995580399,106.3253079,48,67465953,59308509,-8157444,-12.09,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0684,-5.474738158,106.5242562,25,67708260,51154709,-16553551,-24.45,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0685,-8.041991713,102.1409774,36,50000000,54335639,4335639,8.67,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0686,-5.139302355,105.4737877,8,50000000,48688473,-1311527,-2.62,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0687,-6.569288097,107.0777123,73,79700363,80614822,914459,1.15,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0688,-6.771031211,107.245241,58,63300109,94150492,30850383,48.74,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0689,-5.142360048,104.2764121,101,88644476,332999474,244354998,275.66,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0690,-5.542405033,110.0098696,112,50000000,47166664,-2833336,-5.67,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0691,-6.750249249,104.6801629,45,136589793,254895781,118305988,86.61,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0692,-4.469805295,109.269243,62,50000000,42876603,-7123397,-14.25,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0693,-7.830394991,107.9135859,39,183408079,222698937,39290858,21.42,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0694,-5.28489659,105.2300317,96,50000000,73046123,23046123,46.09,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0695,-5.319148113,111.2838772,58,85229829,46660430,-38569399,-45.25,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0696,-6.673119659,103.8615079,116,87334699,121579001,34244302,39.21,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0697,-5.719600467,109.1434854,81,50000000,38897846,-11102154,-22.2,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0698,-8.085470365,109.3470558,99,84700864,129517202,44816338,52.91,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0699,-4.822759471,105.1690495,101,141485982,106736282,-34749700,-24.56,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0700,-6.486153205,110.3267633,83,50000000,73855381,23855381,47.71,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0701,-6.992884531,106.2204837,64,88777774,145802688,57024914,64.23,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0702,-4.635286161,107.5673341,44,50000000,77228731,27228731,54.46,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0703,-7.265315536,107.4964046,29,50000000,65026333,15026333,30.05,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0704,-8.321491945,106.5098281,59,174511259,193267663,18756404,10.75,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0705,-8.54374376,108.8726207,71,50000000,48471608,-1528392,-3.06,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0706,-5.299785073,108.8293218,92,50000000,89420694,39420694,78.84,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0707,-8.129444029,102.4742701,9,58307271,53654462,-4652809,-7.98,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0708,-3.576608727,110.1064506,92,227064302,178284889,-48779413,-21.48,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0709,-9.331694112,102.68937,6,50000000,73307379,23307379,46.61,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0710,-3.664115448,109.4269655,29,50000000,44077264,-5922736,-11.85,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0711,-5.892273799,109.6623628,58,161248790,132219912,-29028878,-18,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0712,-6.353869668,104.1181839,17,200158759,124610496,-75548263,-37.74,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0713,-7.02617863,105.8185643,16,61709057,62130904,421847,0.68,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0714,-5.610095828,104.0813383,87,50000000,58345700,8345700,16.69,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0715,-6.265252054,106.3082974,95,230902500,299535195,68632695,29.72,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0716,-4.553847177,106.0755143,3,170913038,270131902,99218864,58.05,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0717,-6.037458527,108.7947513,21,98677567,139210282,40532715,41.08,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0718,-5.983347358,110.1213719,64,50000000,56182556,6182556,12.37,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0719,-6.754218318,110.3348095,90,63756545,71453345,7696800,12.07,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0720,-6.294218436,105.4401799,36,59636833,83733870,24097037,40.41,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0721,-5.747097347,106.3225453,106,80077925,136855421,56777496,70.9,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0722,-8.774052589,102.6370045,101,156818691,196105800,39287109,25.05,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0723,-8.231078133,104.8309248,117,111290029,112664200,1374171,1.23,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0724,-5.093903859,109.2577291,86,50000000,40142680,-9857320,-19.71,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0725,-5.952501843,110.8845571,62,149962807,93264553,-56698254,-37.81,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0726,-6.484775005,103.7597278,42,79231086,116193012,36961925,46.65,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0727,-6.1811491,105.3644394,76,99159426,141916119,42756693,43.12,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0728,-5.687427442,106.7795856,42,158287652,226500989,68213337,43.09,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0729,-7.01843952,107.5460029,61,50000000,57426811,7426811,14.85,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0730,-7.376257088,104.8215912,13,64263646,113282278,49018632,76.28,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0731,-5.915032117,107.9057526,11,50000000,29268696,-20731304,-41.46,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0732,-7.676359166,105.6610016,54,50000000,79105385,29105385,58.21,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0733,-5.596420866,106.8094693,16,80843520,95759379,14915859,18.45,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0734,-8.762675406,108.2113106,8,296315088,283472701,-12842387,-4.33,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0735,-4.665066544,106.8616557,104,50000000,71850606,21850606,43.7,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0736,-5.499903776,105.7546353,59,64400479,87832880,23432401,36.39,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0737,-5.824755399,106.5715755,57,96429792,129484874,33055082,34.28,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0738,-4.734763524,106.6246926,40,70692279,87129038,16436759,23.25,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0739,-3.710588333,105.9205724,109,61351070,72691371,11340302,18.48,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0740,-4.687244902,106.1986098,59,50000000,107767440,57767440,115.53,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0741,-8.970111347,110.8422179,2,75502177,126368194,50866017,67.37,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0742,-8.12816545,108.2478986,94,50000000,74456538,24456538,48.91,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0743,-7.146027867,106.1068992,94,50000000,62235983,12235983,24.47,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0744,-6.169663425,108.587986,76,134457044,215516205,81059161,60.29,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0745,-5.432311469,106.0110513,10,116690010,164205939,47515928,40.72,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0746,-7.29741572,109.7784116,44,67727075,81982399,14255324,21.05,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0747,-5.928649853,107.7697055,11,75334203,81253533,5919330,7.86,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0748,-7.341874399,106.5773446,79,125095851,146066052,20970201,16.76,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0749,-7.126076704,107.9648923,80,75120481,-5120985,-80241466,-106.82,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0750,-8.318791645,102.9184096,81,112944887,145048380,32103493,28.42,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0751,-7.593649869,104.0286813,90,54926730,55179919,253189,0.46,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0752,-8.236326908,103.8607875,2,144269010,265031982,120762972,83.71,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0753,-7.672609879,107.2029577,50,79595764,96130799,16535035,20.77,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0754,-4.628337305,111.1768875,12,73767674,53438382,-20329291,-27.56,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0755,-7.632898333,112.4238504,115,50000000,59002397,9002397,18,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0756,-2.260226903,108.4407278,90,77996422,60958226,-17038196,-21.84,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0757,-5.468823149,108.0977112,23,50000000,69468148,19468148,38.94,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0758,-5.931545814,102.3429557,18,50000000,65818947,15818947,31.64,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0759,-7.49633667,105.4889155,62,50000000,79156793,29156793,58.31,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0760,-5.158335181,104.8761406,96,50000000,44182364,-5817636,-11.64,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0761,-7.072256739,105.293481,113,234945197,285130252,50185055,21.36,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0762,-6.025785278,106.4252405,62,145954201,95452775,-50501426,-34.6,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0763,-2.368673193,105.6653736,38,207827819,307709435,99881616,48.06,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0764,-6.35288985,101.8973505,111,50000000,70377424,20377424,40.75,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0765,-4.484890011,108.7153756,67,68527950,95824141,27296191,39.83,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0766,-7.263564638,104.1637424,38,50000000,60032381,10032381,20.06,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0767,-6.261282736,107.4437172,67,50000000,68295458,18295458,36.59,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0768,-3.552599047,112.0308067,94,50000000,92086782,42086782,84.17,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0769,-7.149250587,104.5471385,61,138136157,150010659,11874501,8.6,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0770,-3.490127163,100.5198812,1,51766936,64991217,13224282,25.55,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0771,-5.147172097,106.1305894,94,124650902,95426433,-29224469,-23.45,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0772,-7.052500164,109.5979991,45,94345349,80447865,-13897484,-14.73,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0773,-5.260188391,111.7414686,96,261562352,324108532,62546180,23.91,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0774,-4.749968326,103.771726,28,50000000,82078671,32078671,64.16,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0775,-5.276085057,108.0873481,21,139774357,153400633,13626276,9.75,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0776,-8.56413708,105.6823239,110,130628049,144426732,13798683,10.56,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0777,-7.299505764,106.5807291,13,50000000,51862295,1862295,3.72,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0778,-6.580077953,113.4564584,27,120153422,118482969,-1670453,-1.39,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0779,-6.320450144,103.0881742,100,80332673,105877545,25544873,31.8,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0780,-5.277791854,107.4799492,7,57282988,34432629,-22850359,-39.89,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0781,-5.942248499,108.0148329,22,50000000,85618792,35618792,71.24,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0782,-8.211816538,109.5600658,74,50000000,46691554,-3308446,-6.62,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0783,-5.638503223,107.0905579,103,224612501,334394420,109781919,48.88,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0784,-5.292921382,107.6157263,53,65686875,45455354,-20231521,-30.8,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0785,-5.369114328,105.8664786,79,104979747,154061563,49081816,46.75,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0786,-4.587628912,107.5184174,79,50000000,73438892,23438892,46.88,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0787,-4.957916768,105.9876193,4,50000000,67684041,17684041,35.37,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0788,-5.520029881,108.3995297,96,125672627,100818175,-24854452,-19.78,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0789,-6.314048567,105.9215742,23,50000000,104883157,54883157,109.77,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0790,-8.7002414,107.788351,119,51180632,37196933,-13983699,-27.32,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0791,-5.564372671,106.772443,70,67014291,73641649,6627358,9.89,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0792,-5.897268469,109.6607256,88,70197521,113141925,42944404,61.18,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0793,-5.801431744,106.7171157,84,58970273,89557020,30586747,51.87,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0794,-8.123922864,102.4130188,101,83261088,100418965,17157877,20.61,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0795,-7.830384811,110.0004038,84,99504503,80606346,-18898157,-18.99,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0796,-4.62907072,104.5812692,76,102030518,148784482,46753963,45.82,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0797,-6.268132731,105.2111842,33,50000000,60387625,10387625,20.78,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0798,-5.186548954,105.3564468,28,55367700,15053025,-40314675,-72.81,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0799,-6.166322436,110.2816952,8,134470811,203461321,68990509,51.31,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0800,-6.164165791,101.5064145,1,112311668,133685349,21373682,19.03,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0801,-4.801374291,114.6899713,37,50000000,84049025,34049025,68.1,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0802,-6.982867092,109.485742,63,81075221,61770546,-19304676,-23.81,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0803,-6.064618835,107.4036973,22,50000000,-3534076,-53534076,-107.07,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0804,-6.902212933,106.708365,70,67535297,88581561,21046264,31.16,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0805,-6.860544341,107.5594852,21,205028635,269945923,64917288,31.66,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0806,-6.672558185,108.1484061,96,50000000,26186567,-23813433,-47.63,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0807,-5.875599343,108.458639,35,50000000,40430009,-9569991,-19.14,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0808,-6.926922932,108.2346112,79,103845821,239062125,135216304,130.21,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0809,-4.325165812,107.0695517,5,50000000,53887788,3887788,7.78,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0810,-7.550710953,106.3522539,60,50000000,74619180,24619180,49.24,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0811,-6.489107466,106.4674168,120,93911620,88252136,-5659483,-6.03,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0812,-6.868396587,106.3583293,46,50000000,18193942,-31806058,-63.61,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0813,-4.038333173,109.6800252,50,56991803,64508834,7517031,13.19,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0814,-5.913967835,108.3294918,48,102616719,112237875,9621156,9.38,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0815,-4.661033191,99.49462841,6,84556258,87942627,3386369,4,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0816,-8.43714056,108.4853519,89,77059703,88937968,11878265,15.41,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0817,-5.808224601,107.3324405,56,53571439,69948620,16377180,30.57,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0818,-4.874353807,106.7988281,110,81984164,93458112,11473948,14,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0819,-6.085374016,105.8743039,59,60961946,42331825,-18630121,-30.56,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0820,-4.610579437,109.6558818,120,86415997,120504854,34088857,39.45,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0821,-6.984732675,109.2144162,104,50000000,21012565,-28987435,-57.97,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0822,-4.09477884,104.9134058,29,58847424,22353607,-36493817,-62.01,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0823,-2.760452815,107.8632307,71,50000000,74783610,24783610,49.57,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0824,-6.753057841,104.4164582,104,64295193,90193819,25898625,40.28,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0825,-6.877053782,103.3965546,77,50000000,58852093,8852093,17.7,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0826,-4.028723284,105.2788069,102,50000000,32091030,-17908970,-35.82,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0827,-3.839441781,109.0015837,18,76683467,70306134,-6377333,-8.32,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0828,-6.993090041,109.2284126,2,74599463,81679049,7079586,9.49,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0829,-6.839080226,108.1283136,8,105026603,58987395,-46039208,-43.84,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0830,-6.631476913,108.6583395,75,50694332,45847372,-4846959,-9.56,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0831,-8.225475767,108.1360457,97,83874459,122534893,38660434,46.09,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0832,-7.58677792,105.241896,54,91374641,161817375,70442734,77.09,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0833,-7.71501115,107.9254064,38,85742938,256999478,171256540,199.73,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0834,-7.360496348,108.8466238,48,50000000,75129767,25129767,50.26,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0835,-6.260827331,108.7313283,27,71816017,31195152,-40620865,-56.56,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0836,-5.857477901,109.8178834,20,81693433,119581254,37887821,46.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0837,-3.883049261,108.6163596,12,65943382,46819262,-19124120,-29,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0838,-7.706331061,107.7242205,43,50000000,66146912,16146912,32.29,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0839,-4.732316402,109.5209756,61,72297042,79591744,7294702,10.09,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0840,-6.529783266,106.7792969,31,247647921,427976620,180328698,72.82,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0841,-6.282995564,104.6409134,91,52903309,44979755,-7923554,-14.98,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0842,-5.196570762,106.4379326,96,50000000,72552126,22552126,45.1,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0843,-7.892883032,104.9833434,61,82146035,89391070,7245035,8.82,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0844,-5.635185381,105.1576543,74,79195254,90019487,10824234,13.67,Sedang,Tengah,Baik,Normal,Normal,Average
