cabang,Omset Jan25,Omset Mei26,Growth,latitude_cabang,longitude_cabang,Persen Growth,Kategori,lama_buka_bulan,Kategori_By_StdDev,Kategori_By_Percentile,Kategori_Atasan,Kategori_Hibrida,Kategori_Baru,Z_Score,Kategori_ZScore,Kategori_IQR
CBI003,544500000,662450000,117950000,-6.395209,106.969883,0.216620753,Baik,89,Sedang,Sedang,Baik,Sedang,Sedang,-0.1435586845431388,Sedang,Sedang
TGR025,512700000,661800000,149100000,-6.130047,106.527026,0.2908133411,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.1291319071499407,Sedang,Sedang
MJL004,520300000,661250000,140950000,-6.703495,108.360797,0.270901403,Baik,50,Sedang,Sedang,Baik,Sedang,Sedang,-0.13300379119917555,Sedang,Sedang
CBI050,597850000,660350000,62500000,-6.537985,106.732231,0.1045412729,Baik,41,Sedang,Sedang,Baik,Sedang,Rendah,-0.16535258270947167,Sedang,Sedang
NPH008,504050000,659650000,155600000,-6.836798,107.48865,0.3086995338,Baik,35,Sedang,Sedang,Baik,Sedang,Sedang,-0.1256539300756412,Sedang,Sedang
SOR001,623950000,658050000,34100000,-6.972661,107.590156,0.05465181505,Baik,60,Sedang,Sedang,Baik,Rendah,Rendah,-0.17505360704493747,Sedang,Sedang
PDG009,486250000,657800000,171550000,-6.37331006,105.8260482,0.3528020566,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11707817749431233,Sedang,Sedang
CBI002,612100000,657550000,45450000,-6.406764,106.968624,0.07425257311,Baik,92,Sedang,Sedang,Baik,Rendah,Rendah,-0.1712422320745912,Sedang,Sedang
SBR025,367850000,653950000,286100000,-6.638202,108.375641,0.777762675,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.03444442121842612,Sedang,Tinggi
BDG008,477450000,653650000,176200000,-6.93237,107.563446,0.3690438789,Sangat Baik,48,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11391994887899352,Sedang,Sedang
SOR015,631500000,652600000,21100000,-7.020108,107.540722,0.0334125099,Baik,51,Sedang,Rendah,Baik,Rendah,Rendah,-0.1791835981293873,Sedang,Rendah
SOR026,564950000,650900000,85950000,-7.050634,107.751374,0.1521373573,Baik,39,Sedang,Sedang,Baik,Sedang,Sedang,-0.15609750572656386,Sedang,Sedang
KWG038,320900000,650600000,329700000,-6.345859,107.378749,1.027422873,Sangat Baik,33,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.014102100647519773,Sedang,Tinggi
SMD011,539700000,650400000,110700000,-6.841219,108.022337,0.2051139522,Baik,34,Sedang,Sedang,Baik,Sedang,Sedang,-0.14579618640014003,Sedang,Sedang
MJL017,38750000,650000000,611250000,-6.892238,108.306013,15.77419355,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,2.8816173508079412,Baik,Extreme High
GGP021,509650000,649400000,139750000,-6.198768,106.741165,0.2742077897,Baik,54,Sedang,Sedang,Baik,Sedang,Sedang,-0.13236086302914812,Sedang,Sedang
CKG051,299650000,647500000,347850000,-6.212446,106.878647,1.16085433,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.04004789896357946,Sedang,Tinggi
SBR011,563400000,645200000,81800000,-6.644333,108.40773,0.1451899184,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.15744843790226926,Sedang,Sedang
PTI002,185500000,644700000,459200000,-6.8413756,111.0104523,2.475471698,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.29567575359247095,Sedang,Extreme High
CBI083,0,644500000,644500000,-6.659253,106.914566,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SOR014,467600000,644000000,176400000,-6.987289,107.595734,0.377245509,Sangat Baik,52,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11232513874035041,Sedang,Sedang
CKG026,663500000,643900000,-19600000,-6.266534,106.881584,-0.0295403165,Kurang Baik,81,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19142479952165206,Sedang,Rendah
CBI078,141350000,643400000,502050000,-6.450165,106.973394,3.551821719,Sangat Baik,17,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,0.5049724306298249,Baik,Extreme High
TSM006,457900000,642200000,184300000,-7.344401,108.19285,0.4024896266,Sangat Baik,26,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10741641032920451,Sedang,Sedang
SRG008,596250000,641600000,45350000,-6.207009,106.20665,0.07605870021,Baik,50,Sedang,Sedang,Baik,Rendah,Rendah,-0.17089102996285999,Sedang,Sedang
CJR005,432550000,641550000,209000000,-6.888423,107.124827,0.4831811351,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.09172591535574698,Sedang,Sedang
CPT026,330150000,639450000,309300000,-6.348633,106.734651,0.9368468878,Sangat Baik,39,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.003510434635502741,Sedang,Tinggi
TGR010,512000000,639150000,127150000,-6.262533,106.429744,0.2483398438,Baik,73,Sedang,Sedang,Baik,Sedang,Sedang,-0.13739089509401678,Sedang,Sedang
KWG049,384250000,637950000,253700000,-6.3921909,107.4397427,0.6602472349,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.057295343904952646,Sedang,Sedang
SBR009,532700000,637400000,104700000,-6.830463,108.725708,0.1965458983,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.14746224778812686,Sedang,Sedang
PDG001,579100000,636850000,57750000,-6.281773,106.118752,0.0997237092,Baik,52,Sedang,Sedang,Baik,Rendah,Rendah,-0.16628935983043927,Sedang,Sedang
SBM011,607300000,636850000,29550000,-6.917222,106.973666,0.0486579944,Baik,45,Sedang,Sedang,Baik,Rendah,Rendah,-0.17621910778384897,Sedang,Sedang
CLG002,450050000,635400000,185350000,-6.002332,106.067505,0.4118431285,Sangat Baik,54,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10559761827444727,Sedang,Sedang
DPK040,472550000,635400000,162850000,-6.450301,106.865062,0.344619617,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.11866925603282323,Sedang,Sedang
SRG015,522350000,634550000,112200000,-6.248699,106.355965,0.2147985067,Baik,32,Sedang,Sedang,Baik,Sedang,Sedang,-0.14391302103953177,Sedang,Sedang
BKS016,593500000,634350000,40850000,-6.244476,107.004745,0.06882898062,Baik,98,Sedang,Sedang,Baik,Rendah,Rendah,-0.17229685172769169,Sedang,Sedang
CKR014,341300000,634300000,293000000,-6.193583,107.045063,0.8584822737,Sangat Baik,66,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.018748464094736232,Sedang,Tinggi
KWG012,662700000,634050000,-28650000,-6.195801,107.29688,-0.04323223178,Kurang Baik,58,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19408719773270852,Sedang,Rendah
SBM005,722900000,632800000,-90100000,-6.889382,106.780708,-0.1246368792,Kurang Baik,62,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20991636284442025,Sedang,Rendah
BGR021,294600000,632400000,337800000,-6.617148,106.804939,1.146639511,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.037283821922336535,Sedang,Tinggi
SOR006,666800000,632050000,-34750000,-7.034743,107.708954,-0.05211457708,Kurang Baik,53,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19581437320473685,Sedang,Rendah
CLP007,258750000,631200000,372450000,-7.299047,108.765518,1.43942029,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.09421515740758746,Sedang,Tinggi
TNG018,442850000,629550000,186700000,-6.22772,106.680257,0.421587445,Sangat Baik,67,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10370283216987186,Sedang,Sedang
BKS019,592850000,629150000,36300000,-6.32099,106.923794,0.06122965337,Baik,96,Sedang,Sedang,Baik,Rendah,Rendah,-0.17377454384467306,Sedang,Sedang
CKR021,606850000,628950000,22100000,-6.256288,107.147098,0.03641756612,Baik,56,Sedang,Sedang,Baik,Rendah,Rendah,-0.17859926378750463,Sedang,Sedang
CPT005,386000000,628050000,242050000,-6.290296,106.746132,0.6270725389,Sangat Baik,92,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06374617634705504,Sedang,Sedang
TNG007,509000000,627700000,118700000,-6.19005,106.7063,0.2332023576,Baik,89,Sedang,Sedang,Baik,Sedang,Sedang,-0.1403343851284345,Sedang,Sedang
SLW009,452900000,626950000,174050000,-6.963642,109.133766,0.3843011702,Sangat Baik,32,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11095316269663796,Sedang,Sedang
BKS053,457850000,626650000,168800000,-6.299568,106.98819,0.3686796986,Sangat Baik,57,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11399076387889631,Sedang,Sedang
MGG002,0,626550000,626550000,-7.48495,110.220886,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SMD006,706600000,625750000,-80850000,-6.96225,107.826859,-0.1144211718,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2079299145973905,Sedang,Rendah
SNG018,681150000,625700000,-55450000,-6.678312,107.688037,-0.08140644498,Kurang Baik,30,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20151018822408462,Sedang,Rendah
SBR007,635950000,625300000,-10650000,-6.852975,108.645149,-0.01674659958,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18893705632838784,Sedang,Rendah
CKG044,457500000,624950000,167450000,-6.22902,106.93526,0.366010929,Sangat Baik,55,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11450970715771872,Sedang,Sedang
SNG020,412850000,624650000,211800000,-6.412605,107.584867,0.5130192564,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08592388115192409,Sedang,Sedang
TNG013,358350000,624100000,265750000,-6.210544,106.612848,0.7415934143,Sangat Baik,73,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.04147754792229762,Sedang,Tinggi
SOR018,633150000,624050000,-9100000,-7.103598,107.464417,-0.01437258154,Kurang Baik,45,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.1884754276041768,Sedang,Rendah
SBM006,477550000,623550000,146000000,-6.902577,106.883675,0.305727149,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.12623191144729423,Sedang,Sedang
KWG055,358550000,623400000,264850000,-6.317149,107.293587,0.7386696416,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.04204607665234215,Sedang,Tinggi
SNG024,278200000,622750000,344550000,-6.340851,107.662703,1.238497484,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.05514564022789587,Sedang,Tinggi
SLW002,628600000,622050000,-6550000,-6.982777,109.136483,-0.01041998091,Kurang Baik,37,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18770684288603262,Sedang,Rendah
TJP011,584200000,621500000,37300000,-6.103705,106.926597,0.06384799726,Baik,78,Sedang,Sedang,Baik,Rendah,Rendah,-0.17326540586462363,Sedang,Sedang
SOR028,522650000,621200000,98550000,-7.023052,107.687378,0.1885583086,Baik,39,Sedang,Sedang,Baik,Sedang,Sedang,-0.1490154376883738,Sedang,Sedang
SBM008,758250000,620050000,-138200000,-6.849431,106.763612,-0.182261787,Kurang Baik,54,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2211215484084236,Sedang,Rendah
CJR002,443500000,618700000,175200000,-6.850048,107.130198,0.3950394589,Sangat Baik,53,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10886509831411514,Sedang,Sedang
GGP035,234900000,618700000,383800000,-6.2175541,106.7696334,1.63388676,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.13202923756003657,Sedang,Tinggi
CBI031,550600000,618600000,68000000,-6.410121,107.008362,0.1235016346,Baik,59,Sedang,Sedang,Baik,Sedang,Sedang,-0.16166573305851015,Sedang,Sedang
CKG030,532250000,617550000,85300000,-6.294918,106.904006,0.1602630343,Baik,78,Sedang,Sedang,Baik,Sedang,Sedang,-0.15451746469753244,Sedang,Sedang
BKS035,505700000,615050000,109350000,-6.29168,107.003861,0.2162349219,Baik,73,Sedang,Sedang,Baik,Sedang,Sedang,-0.14363370954945845,Sedang,Sedang
KDL004,301650000,614850000,313200000,-6.966613,110.1511,1.038289408,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.01621510257257862,Sedang,Tinggi
DPK031,528950000,614050000,85100000,-6.441183,106.842042,0.1608847717,Baik,63,Sedang,Sedang,Baik,Sedang,Sedang,-0.15439656762012172,Sedang,Sedang
PDG012,180900000,612850000,431950000,-6.376924,105.915494,2.387783306,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.27862471192175325,Sedang,Extreme High
KYB017,473000000,611450000,138450000,-6.206731,106.784243,0.2927061311,Baik,80,Sedang,Sedang,Baik,Sedang,Sedang,-0.12876385340385402,Sedang,Sedang
IDM022,0,610400000,610400000,-6.420716,108.08007,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SBM016,309350000,609300000,299950000,-7.2622751,106.6273638,0.9696137062,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.002861085849845414,Sedang,Tinggi
PDG006,432300000,608800000,176500000,-6.325651,106.090485,0.4082812861,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10629021990394152,Sedang,Sedang
DPK011,673300000,607250000,-66050000,-6.395802,106.774999,-0.09809891579,Kurang Baik,116,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20475604561611604,Sedang,Rendah
KDL002,328950000,606300000,277350000,-6.972292,110.069046,0.8431372549,Sangat Baik,32,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.021732308923328204,Sedang,Tinggi
SBM014,250100000,605900000,355800000,-7.2191988,106.8827886,1.422630948,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.0909504633752698,Sedang,Tinggi
CPT018,498800000,605150000,106350000,-6.300023,106.714882,0.2132117081,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.14422157463978066,Sedang,Sedang
SOR005,584050000,604350000,20300000,-7.006099,107.748885,0.03475729818,Baik,53,Sedang,Sedang,Baik,Rendah,Rendah,-0.1789221035292745,Sedang,Sedang
TNG022,253750000,604050000,350300000,-6.177679,106.634628,1.380492611,Sangat Baik,36,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.08275664748089526,Sedang,Tinggi
PBG004,475600000,602650000,127050000,-7.305595,109.371368,0.2671362489,Baik,30,Sedang,Sedang,Baik,Sedang,Sedang,-0.13373592686720984,Sedang,Sedang
SBM018,309250000,602650000,293400000,-6.90360877,106.8584501,0.9487469685,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.0011964593501468134,Sedang,Tinggi
BDG018,215250000,601100000,385850000,-6.965485,107.686585,1.792566783,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.16288462928033914,Sedang,Tinggi
SRG009,501700000,599850000,98150000,-6.065315,106.120712,0.1956348415,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.14763940313454024,Sedang,Sedang
TGR043,375450000,599350000,223900000,-6.217724,106.412903,0.5963510454,Sangat Baik,32,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.0697199826161355,Sedang,Sedang
SNG023,253400000,599200000,345800000,-6.503413,107.57032,1.364640884,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.079674273047232,Sedang,Tinggi
SBR013,658250000,598800000,-59450000,-6.833506,108.620445,-0.09031522978,Kurang Baik,47,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20324250486709317,Sedang,Rendah
TNG016,387700000,598350000,210650000,-6.199948,106.6976222,0.5433324736,Sangat Baik,70,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08002946436696676,Sedang,Sedang
CLG009,0,598100000,598100000,-6.016138,106.011991,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
PWK004,448050000,597750000,149700000,-6.543916,107.441536,0.3341144961,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.12071198084663698,Sedang,Sedang
CPT008,407350000,595600000,188250000,-6.343366,106.712086,0.4621333006,Sangat Baik,81,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09581867489839967,Sedang,Sedang
BKS030,643150000,594950000,-48200000,-6.339392,106.923055,-0.07494363679,Kurang Baik,79,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20025349267699846,Sedang,Rendah
DPK028,601800000,594700000,-7100000,-6.388415,106.852188,-0.01179793951,Kurang Baik,70,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18797478746767263,Sedang,Rendah
CLP002,340350000,594250000,253900000,-7.485283,108.791165,0.745996768,Sangat Baik,36,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.040621314095708475,Sedang,Tinggi
BKS054,634850000,594100000,-40750000,-6.301776,106.970406,-0.06418839096,Kurang Baik,57,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19816213097400198,Sedang,Rendah
TNG028,439950000,593400000,153450000,-6.171383,106.605109,0.3487896352,Baik,102,Sedang,Sedang,Baik,Sedang,Sedang,-0.11785839438427284,Sedang,Sedang
SOR031,442250000,593150000,150900000,-6.956288,107.77518,0.341209723,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.1193323112372878,Sedang,Sedang
CBI012,417150000,593050000,175900000,-6.501372,106.809942,0.4216708618,Sangat Baik,75,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1036866117409143,Sedang,Sedang
PDG011,245900000,592850000,346950000,-6.4913691,105.7999508,1.410939406,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.08867703852062148,Sedang,Tinggi
GRT035,0,591300000,591300000,-7.261451,107.907219,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
TJP017,304900000,590850000,285950000,-6.107007,106.926358,0.9378484749,Sangat Baik,66,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.0033156756373111333,Sedang,Tinggi
DMK004,182500000,590750000,408250000,-6.897099,110.637061,2.236986301,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.24930217609426958,Sedang,Extreme High
SBY001,183900000,590600000,406700000,-7.298163,112.759707,2.211528004,Sangat Baik,31,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.24435180041612384,Sedang,Extreme High
KYB013,595750000,589700000,-6050000,-6.362908,106.804752,-0.01015526647,Kurang Baik,104,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18765536906099908,Sedang,Rendah
BTG004,246600000,589350000,342750000,-7.0139302,109.9236286,1.389902676,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.08458643825227993,Sedang,Tinggi
KWG016,1018750000,589100000,-429650000,-6.158869,107.29744,-0.4217423313,Jelek,57,Sedang,Rendah,Jelek,Rendah,Rendah,-0.2676886326832209,Sedang,Rendah
MKD003,230350000,588700000,358350000,-7.581175,110.132034,1.555676145,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1168211532852393,Sedang,Tinggi
GRT001,501600000,588550000,86950000,-7.089889,107.898531,0.1733452951,Baik,52,Sedang,Sedang,Baik,Sedang,Sedang,-0.15197361403542886,Sedang,Sedang
NPH004,635400000,587600000,-47800000,-6.83311,107.354408,-0.07522820271,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2003088266299804,Sedang,Rendah
KDL001,297700000,586950000,289250000,-6.950911,110.194529,0.9716157205,Sangat Baik,34,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.0032503783032259382,Sedang,Tinggi
TNA018,0,586950000,586950000,-6.162782,106.840571,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
PWT012,432250000,586850000,154600000,-7.533876,109.119057,0.3576633892,Sangat Baik,28,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11613288949384566,Sedang,Sedang
SOR009,507950000,585800000,77850000,-7.035644,107.753408,0.1532631164,Baik,53,Sedang,Sedang,Baik,Sedang,Sedang,-0.15587860143504384,Sedang,Sedang
PBG006,290150000,585050000,294900000,-7.448089,109.394249,1.016370843,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.01195302914811287,Sedang,Tinggi
PWK013,465550000,583400000,117850000,-6.64661,107.370114,0.2531414456,Baik,35,Sedang,Sedang,Baik,Sedang,Sedang,-0.13645722177066522,Sedang,Sedang
PWK012,307400000,582600000,275200000,-6.567435,107.45604,0.895250488,Sangat Baik,37,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.011598870632158208,Sedang,Tinggi
BKS060,0,581850000,581850000,-6.302019,107.029249,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SBR042,251850000,580450000,328600000,-6.64899687,108.4095118,1.304744888,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06802747350613494,Sedang,Tinggi
IDM011,470750000,579900000,109150000,-6.465674,108.162347,0.2318640467,Baik,47,Sedang,Sedang,Baik,Sedang,Sedang,-0.14059462019950608,Sedang,Sedang
KWG008,481450000,579800000,98350000,-6.368296,107.377737,0.2042787413,Baik,67,Sedang,Sedang,Baik,Sedang,Sedang,-0.14595859348202306,Sedang,Sedang
SKB010,0,579500000,579500000,-6.930812,106.926903,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
RKB005,312100000,579400000,267300000,-6.778049,106.016701,0.856456264,Sangat Baik,32,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.019142422462908593,Sedang,Tinggi
TGL001,635150000,578950000,-56200000,-6.873466,109.145633,-0.0884830355,Kurang Baik,37,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20288623398214947,Sedang,Rendah
CBI026,448000000,578750000,130750000,-6.395787,106.938235,0.2918526786,Baik,62,Sedang,Sedang,Baik,Sedang,Sedang,-0.128929807571898,Sedang,Sedang
CKG039,438100000,578300000,140200000,-6.357134,106.910057,0.3200182607,Baik,63,Sedang,Sedang,Baik,Sedang,Sedang,-0.12345299926108852,Sedang,Sedang
MDN002,139950000,578150000,438200000,-3.542973,98.717545,3.131118257,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.42316648005911295,Sedang,Extreme High
SBR036,401800000,577600000,175800000,-6.764557,108.446413,0.43753111,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.100602580356622,Sedang,Sedang
CJR008,443000000,576200000,133200000,-6.804837,107.225773,0.3006772009,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.1272138758045385,Sedang,Sedang
BBS004,379950000,576100000,196150000,-6.947056,108.967064,0.5162521384,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08529524599918333,Sedang,Sedang
BJR002,606450000,575400000,-31050000,-7.370637,108.54409,-0.05119960425,Kurang Baik,45,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19563645638477842,Sedang,Rendah
KWG013,453200000,574950000,121750000,-6.407266,107.456946,0.2686451898,Baik,58,Sedang,Sedang,Baik,Sedang,Sedang,-0.13344251272677776,Sedang,Sedang
CKG040,458600000,574300000,115700000,-6.343446,106.885384,0.252289577,Baik,61,Sedang,Sedang,Baik,Sedang,Sedang,-0.1366228679487429,Sedang,Sedang
SOR023,575650000,574000000,-1650000,-7.099474,107.469688,-0.002866325024,Kurang Baik,41,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18623803158340949,Sedang,Rendah
BLA002,0,573950000,573950000,-7.154348,111.580856,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CKR044,0,573400000,573400000,-6.247999,107.156868,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SRG005,582100000,573200000,-8900000,-6.109889,106.174,-0.01528946916,Kurang Baik,58,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18865371675578976,Sedang,Rendah
MGW005,0,572850000,572850000,-8.62773,115.128224,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SRG028,0,571200000,571200000,-6.150759,106.279358,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
PWT003,437350000,570800000,133450000,-7.426059,109.249634,0.3051331885,Baik,33,Sedang,Sedang,Baik,Sedang,Sedang,-0.12634740729577848,Sedang,Sedang
BDG004,450750000,570100000,119350000,-6.954713,107.642851,0.2647809207,Baik,54,Sedang,Sedang,Baik,Sedang,Sedang,-0.1341939213448189,Sedang,Sedang
CBI021,530250000,569700000,39450000,-6.424773,106.732094,0.07439886846,Baik,68,Sedang,Sedang,Baik,Rendah,Rendah,-0.171213784887316,Sedang,Sedang
GRT013,418100000,569250000,151150000,-7.062614,108.087051,0.3615163836,Sangat Baik,47,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11538367324557139,Sedang,Sedang
CBI011,704250000,569050000,-135200000,-6.502074,106.87146,-0.1919772808,Kurang Baik,76,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.22301072992785895,Sedang,Rendah
SBR010,499900000,568800000,68900000,-6.906095,108.725975,0.1378275655,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.1588800502654248,Sedang,Sedang
TNG001,430050000,567300000,137250000,-6.242681,106.712367,0.3191489362,Baik,98,Sedang,Sedang,Baik,Sedang,Sedang,-0.12362203974565888,Sedang,Sedang
DPK030,665750000,566600000,-99150000,-6.382814,106.790568,-0.1489297784,Kurang Baik,65,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21464012647053105,Sedang,Rendah
KNG003,638850000,566050000,-72800000,-7.017991,108.638112,-0.1139547625,Kurang Baik,48,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20783922112897896,Sedang,Rendah
DPK016,484500000,565200000,80700000,-6.394695,106.795282,0.1665634675,Baik,109,Sedang,Sedang,Baik,Sedang,Sedang,-0.15329234302992592,Sedang,Sedang
MDN006,192700000,564650000,371950000,-3.611943,98.60601,1.930202387,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.18964792560328234,Sedang,Extreme High
PWT010,299350000,563300000,263950000,-7.457601,109.293922,0.8817437782,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.014225255566142285,Sedang,Tinggi
